id,Station Name,Address_1,Address  2,City,State,Postal Code,No. of Ports,Pricing Policy,Usage Access,Category,Subcategory,Port 1: Connector Type,Voltage (V),Port 2: Connector Type,New Georeferenced Column,Pricing ,Power Select
622,OWNER / TRAMMELLCROW4,500 W 2nd St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"500 W 2nd St
Austin, Texas 2856
(30.266027008, -97.749197016)",$4.17/month PIE members $2/hr Non-Members,40A
623,ENDEAVOR REG / BROADWAY 1,1501 Broadway,,Nashville,Tennessee,37203,2,,All Drivers,Workplace,General,J1772,240V,J1772,"1501 Broadway
Nashville, Tennessee 30406
(36.154865979, -86.789909996)",,40A
624,ST. JOHNS WEST / ST JOHNS NW,601 W St Johns Ave,,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"601 W St Johns Ave
Austin, Texas 3641
(30.337705985, -97.71480699)",$4.17/month PIE members $2/hr Non-Members,40A
625,HYATT PLACE / HP STATION 3,9532 Spirit of Austin Ln,,Austin,Texas,78719,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Hospitality,Hotel / Resort,J1772,--,J1772,"9532 Spirit of Austin Ln
Austin, Texas 2863
(30.210609008, -97.665077996)",$4.17/month PIE members $2/hr Non-Members,40A
626,REPUBLICSQUARE / GABLES REPUB5,219 W 4th St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"219 W 4th St
Austin, Texas 2856
(30.26654698, -97.745821037)",$4.17/month PIE members $2/hr Non-Members,40A
627,INDEED TOWER / STATION-4448,200 W 6TH ST,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"200 W 6TH ST
Austin, Texas 2856
(30.268915999, -97.74474698)",$4.17/month PIE members $2/hr Non-Members,40A
628,CIELO CENTER / STATION 1,1250 S Capital of Texas Hwy,,Austin,Texas,78746,2,,All Drivers,Workplace,General,J1772,240V,J1772,"1250 S Capital of Texas Hwy
Austin, Texas 3260
(30.279993983, -97.822950975)",,40A
629,RIDGE AUSTIN / STATION 1,3001 Scofield Ridge Pkwy,,Austin,Texas,78727,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Home Service,Apartment,J1772,240V,J1772,"3001 Scofield Ridge Pkwy
Austin, Texas 3243
(30.429241983, -97.699438016)",$4.17/month PIE members $2/hr Non-Members,40A
630,PARMER AUSTIN / STATION PIC 3,709 E Howard Ln,,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"709 E Howard Ln
Austin, Texas 3642
(30.412977623, -97.652493751)",$4.17/month PIE members $2/hr Non-Members,40A
631,PIE AE / PUBAISDBURGERC,3200 Jones Rd,,Sunset Valley,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"3200 Jones Rd
Sunset Valley, Texas 3259
(30.230461001, -97.809824998)",$4.17/month PIE members $2/hr Non-Members,40A
632,AISD / BLAZIER 3,8801 Vertex Blvd,,Austin,Texas,78747,2,,All Drivers,Education,High School / Other,J1772,240V,J1772,"8801 Vertex Blvd
Austin, Texas 3261
(30.152859745, -97.752777131)",,40A
633,DOMAIN TOWER 2 / LVL 2_STATION2,10025 Alterra Pkwy,,Austin,Texas,78758,2,,All Drivers,Workplace,General,J1772,240V,J1772,"10025 Alterra Pkwy
Austin, Texas 3646
(30.394621999, -97.722115003)",,40A
634,PIE AE / VILLATGRACYFARM,2600 Gracy Farms Ln,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Airport,J1772,240V,J1772,"2600 Gracy Farms Ln
Austin, Texas 3646
(30.405318984, -97.711247028)",$4.17/month PIE members $2/hr Non-Members,40A
635,NORTHPOINTCENTR / NORTHPOINT,6834 Austin Center Blvd,,Austin,Texas,78731,2,$4.17/month PIE members $2/hr Non-Members,Northpoint Centre Charging,Workplace,General,J1772,240V,J1772,"6834 Austin Center Blvd
Austin, Texas 3247
(30.350353983, -97.752045019)",$4.17/month PIE members $2/hr Non-Members,40A
636,5TH & COLORADO / 5TH & COLORADO2,201 W 5th St,,Austin,Texas,78701,2,,All Drivers,Workplace,General,J1772,240V,J1772,"201 W 5th St
Austin, Texas 2856
(30.267339992, -97.745003969)",,40A
637,ASHTON AUSTIN / STATION1,101 Colorado St,,Austin,Texas,78701,2,,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"101 Colorado St
Austin, Texas 2856
(30.264166016, -97.74536196)",,40A
638,TRAILHEAD / EV-1,1142 Shady Ln,,Austin,Texas,78721,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"1142 Shady Ln
Austin, Texas 2864
(30.262879981, -97.691614012)",$4.17/month PIE members $2/hr Non-Members,40A
639,ENCINO STATIONS / ARM EMPLOYEES,5707 Southwest Pkwy,,Austin,Texas,78735,2,,ARM EMPLOYEES,Workplace,General,J1772,240V,J1772,"5707 Southwest Pkwy
Austin, Texas 3251
(30.244095004, -97.84453798)",,40A
640,WEINSTEIN / WHITESTONE 1,13945 Research Blvd,,Austin,Texas,78729,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"13945 Research Blvd
Austin, Texas 2862
(30.471384946, -97.797505266)",$4.17/month PIE members $2/hr Non-Members,40A
641,DCMC GARAGE 3 / LVL3 ELEVATOR,4910 Mueller Blvd,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4910 Mueller Blvd
Austin, Texas 3239
(30.302221994, -97.706071035)",,40A
642,PIE AE / PUBGABLES 5TH 2,1611 W 5th St,,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"1611 W 5th St
Austin, Texas 2858
(30.274295001, -97.764683002)",$4.17/month PIE members $2/hr Non-Members,40A
643,CAPMETRO / EVSE 02,624 N Pleasant Valley Rd,,Austin,Texas,78702,2,,All Drivers,Municipal,Municipal Fleet,J1772,240V,J1772,"624 N Pleasant Valley Rd
Austin, Texas 2857
(30.258991993, -97.710528028)",,40A
644,ZOEY AUSTIN / ZOEY - LEVEL 6,5700 E Riverside Dr,,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"5700 E Riverside Dr
Austin, Texas 3256
(30.228463006, -97.709738034)",$4.17/month PIE members $2/hr Non-Members,40A
645,PIE PRESERVE / MAIN GATEWAY 1,5604 Southwest Pkwy,,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"5604 Southwest Pkwy
Austin, Texas 3251
(30.247421991, -97.845660987)",$4.17/month PIE members $2/hr Non-Members,40A
646,DOMAIN. / DOMAIN GW 1,2900 Esperanza Crossing,,Austin,Texas,78758,2,,All Drivers,Workplace,General,J1772,240V,J1772,"2900 Esperanza Crossing
Austin, Texas 3646
(30.399031006, -97.71997502)",,40A
647,TRAVIS FLATS / FLATS STATION 1,811 E 53rd 1/2 St,,Austin,Texas,78751,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"811 E 53rd 1/2 St
Austin, Texas 3640
(30.314867654, -97.714507002)",$4.17/month PIE members $2/hr Non-Members,40A
648,NATIONAL INSTRU / 21&22;,11500 N Mopac Expy,,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"11500 N Mopac Expy
Austin, Texas 3647
(30.406639008, -97.727892985)",$4.17/month PIE members $2/hr Non-Members,40A
649,INDEED TOWER / P8 SOUTH ST1,200 W 6TH ST,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"200 W 6TH ST
Austin, Texas 2856
(30.268915999, -97.74474698)",$4.17/month PIE members $2/hr Non-Members,
650,PIE AE / ROSEWOOD PARK2,1182 N Pleasant Valley Rd,Rosewood Neighborhood Park Pedestrian Walkway,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parks and Recreation,,J1772,240V,J1772,"1182 N Pleasant Valley Rd
Austin, Texas 2857
(30.271789986, -97.714358977)",$4.17/month PIE members $2/hr Non-Members,40A
651,PIE AE / PUB-CENTRALMKTN,4001 N Lamar Blvd,,Austin,Texas,78756,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"4001 N Lamar Blvd
Austin, Texas 2860
(30.307303984, -97.739736027)",$4.17/month PIE members $2/hr Non-Members,30A
652,DOMAIN TOWER 2 / LVL 6_STATION 2,10025 Alterra Pkwy,,Austin,Texas,78758,2,,All Drivers,Workplace,General,J1772,240V,J1772,"10025 Alterra Pkwy
Austin, Texas 3646
(30.394621999, -97.722115003)",,40A
653,PIE AE / MACC STATION 2,600 River St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Municipal,Municipal Workplace,J1772,240V,J1772,"600 River St
Austin, Texas 2856
(30.25839298, -97.740327035)",$4.17/month PIE members $2/hr Non-Members,40A
654,NATIONAL INSTRU / 13&14;,11500 N Mopac Expy,,Austin,Texas,78759,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"11500 N Mopac Expy
Austin, Texas 3647
(30.406639008, -97.727892985)",$4.17/month PIE members $2/hr Non-Members,40A
655,PIE AE / PALMER STATION7,846888 Barton Springs Rd,,Austin,Texas,78704,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"846888 Barton Springs Rd
Austin, Texas 2859
(30.267041431, -97.770683881)",$4.17/month PIE members $2/hr Non-Members,40A
656,PIE AE / PUB-STDAVIDSST2,710 Trinity St,,Austin,Texas,78701,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Municipal,Municipal Workplace,J1772,240V,J1772,"710 Trinity St
Austin, Texas 2856
(30.268812985, -97.739144013)",$4.17/month PIE members $2/hr Non-Members,40A
657,ACC-AE / RIO GRANDE GAR2,824 W 12th St,,Austin,Texas,78701,2,,All Drivers,Education,University / College,J1772,240V,J1772,"824 W 12th St
Austin, Texas 2856
(30.276627015, -97.749445037)",,40A
658,AMD GO GREEN / P100 FL3 RIGHT,7171 Southwest Pkwy,,Austin,Texas,78735,2,,All Drivers,Workplace,High-Tech,J1772,240V,J1772,"7171 Southwest Pkwy
Austin, Texas 3251
(30.251202984, -97.863350994)",,40A
659,AUSTIN FC / SEVEN,10414 Mc Kalla Pl,,Austin,Texas,78758,2,,All Drivers,Workplace,General,J1772,240V,J1772,"10414 Mc Kalla Pl
Austin, Texas 3646
(30.387724992, -97.719413013)",,40A
660,THE WEAVER / STATION 1,15 Waller St,,Austin,Texas,78702,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"15 Waller St
Austin, Texas 2857
(30.252293008, -97.733491006)",$4.17/month PIE members $2/hr Non-Members,40A
661,CATHERINE / CATHERINE 1,300 Barton Springs Rd,,Austin,Texas,78704,2,,All Drivers,Multi-family Commercial,Apartment,J1772,240V,J1772,"300 Barton Springs Rd
Austin, Texas 2859
(30.259219981, -97.747697997)",,40A
662,PIE AE / ANIMAL SERVICE3,7201 Levander Loop,,Austin,Texas,78721,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"7201 Levander Loop
Austin, Texas 2864
(30.252743997, -97.689318041)",$4.17/month PIE members $2/hr Non-Members,40A
663,PIE AE / PUBGABLESPRESS2,507 Pressler St,,Austin,Texas,78703,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,J1772,240V,J1772,"507 Pressler St
Austin, Texas 2858
(30.27285499, -97.76006298)",$4.17/month PIE members $2/hr Non-Members,40A
664,DOMAIN. / DOMAIN GW 2,2900 Esperanza Crossing,,Austin,Texas,78758,2,,All Drivers,Workplace,General,J1772,240V,J1772,"2900 Esperanza Crossing
Austin, Texas 3646
(30.399031006, -97.71997502)",,40A
665,HPI 3700 / EV 6,4339 N Capital of Texas Hwy,,Austin,Texas,78746,1,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"4339 N Capital of Texas Hwy
Austin, Texas 3260
(30.33672702, -97.806556978)",$4.17/month PIE members $2/hr Non-Members,40A
666,PALOMA RIDGE / PALOMA1B,13620 Ranch Rd 620 N,,Austin,Texas,78717,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"13620 Ranch Rd 620 N
Austin, Texas 2862
(30.387240427, -97.903868619)",$4.17/month PIE members $2/hr Non-Members,40A
667,LANTANA HILLS / LANTANA #2,6601 Rialto Blvd,,Austin,Texas,78735,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"6601 Rialto Blvd
Austin, Texas 3251
(30.246534012, -97.858179024)",$4.17/month PIE members $2/hr Non-Members,40A
668,AUSTIN FC / FIVE,10414 Mc Kalla Pl,,Austin,Texas,78758,2,,All Drivers,Workplace,General,J1772,240V,J1772,"10414 Mc Kalla Pl
Austin, Texas 3646
(30.387724992, -97.719413013)",,40A
669,DOMAIN. / DOMAIN TW 03,10721 Domain Drive,,Austin,Texas,78758,2,,All Drivers,Workplace,General,J1772,240V,J1772,"10721 Domain Drive
Austin, Texas 3646
(30.392804006, -97.722992002)",,40A
670,PIE AE / PUBLOSTPARROTS1,15116 Storm Dr,,Austin,Texas,78734,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Parking,Commercial,"J1772, NEMA 5-20R",240V,"J1772, NEMA 5-20R","15116 Storm Dr
Austin, Texas 3250
(30.382813993, -97.934022005)",$4.17/month PIE members $2/hr Non-Members,40A
671,COA / NEWCENTRALLIB3,710 W Cesar Chavez St,,Austin,Texas,78701,2,,All Drivers,Municipal,Library,J1772,240V,J1772,"710 W Cesar Chavez St
Austin, Texas 2856
(30.266101984, -97.751692979)",,40A
672,DCMC GARAGE 3 / LL #5,4900 Mueller Boulevard,,Austin,Texas,78723,2,,All Drivers,Healthcare,Hospital / Treatment Center,J1772,240V,J1772,"4900 Mueller Boulevard
Austin, Texas 3239
(30.303677009, -97.706609991)",,40A
673,PIE AE / PDC LV1 CHRG#7,6310 Wilhelmina Delco Dr,,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Municipal,Municipal Fleet,J1772,240V,J1772,"6310 Wilhelmina Delco Dr
Austin, Texas 3641
(30.3166, -97.6575)",$4.17/month PIE members $2/hr Non-Members,40A
674,CZPROPERTIES / FLOOR 3 UNIT 1,1400 Lavaca St,,Austin,Texas,78701,2,,All Drivers,Workplace,General,J1772,240V,J1772,"1400 Lavaca St
Austin, Texas 2856
(30.277083996, -97.742725014)",,40A
675,TR DOMAIN 10 / COUSINS DOMAIN6,11815 Alterra Pkwy,,Austin,Texas,78758,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"11815 Alterra Pkwy
Austin, Texas 3646
(30.403614985, -97.718629976)",$4.17/month PIE members $2/hr Non-Members,40A
676,HIDAUSTIN / STATION 02,611 Center Ridge Dr,,Austin,Texas,78753,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Workplace,General,J1772,240V,J1772,"611 Center Ridge Dr
Austin, Texas 3642
(30.413884996, -97.666467967)",$4.17/month PIE members $2/hr Non-Members,40A
677,CAPMETRO / EVSE 04,41 N Pleasant Valley Rd,,Austin,Texas,78702,2,,All Drivers,Municipal,Municipal Fleet,J1772,240V,J1772,"41 N Pleasant Valley Rd
Austin, Texas 2857
(30.251137479, -97.713373951)",,40A
678,PIE AE / PDC LV1 CHRG#2,6310 Wilhelmina Delco Dr,,Austin,Texas,78752,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,"Government (Fed, State)",Government Fleet,J1772,240V,J1772,"6310 Wilhelmina Delco Dr
Austin, Texas 3641
(30.3166, -97.6575)",$4.17/month PIE members $2/hr Non-Members,40A
679,THE MEDVE GROUP / ARTS S AUSTIN,400 W St Elmo Rd,,Austin,Texas,78745,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Multi-family Commercial,Apartment,J1772,--,J1772,"400 W St Elmo Rd
Austin, Texas 3259
(30.220447015, -97.77087002)",$4.17/month PIE members $2/hr Non-Members,40A
680,PIE AE / ERCOT 1,7601 E Ben White Blvd,,Austin,Texas,78741,2,$4.17/month PIE members $2/hr Non-Members,All Drivers,Municipal,Municipal Fleet,J1772,240V,J1772,"7601 E Ben White Blvd
Austin, Texas 3258
(30.216916013, -97.692526969)",$4.17/month PIE members $2/hr Non-Members,40A
